Shortest Distance to Surfaces Surfaces=Surfaces 1,Intensity Sum Ch=2 Img=2,Channel,Image,ID,Surpass Object,Surpass Object Data ID
-11.2,7.65e5,2,Image 2,117003,All AuNP,200001
-7.6,2.80e5,2,Image 2,117004,All AuNP,200001
-3.25,5.89e4,2,Image 2,117005,All AuNP,200001
-2.6,1.91e5,2,Image 2,117006,All AuNP,200001
-11.5,7.76e4,2,Image 2,117007,All AuNP,200001
-5.54,1.67e5,2,Image 2,117008,All AuNP,200001
-9.24,3.52e4,2,Image 2,117009,All AuNP,200001
-0.93,3.67e4,2,Image 2,117010,All AuNP,200001
-11.5,1.42e5,2,Image 2,117011,All AuNP,200001
-1.4,1.02e5,2,Image 2,117012,All AuNP,200001
-3.16,6.96e4,2,Image 2,117013,All AuNP,200001
-7.46,5.10e4,2,Image 2,117014,All AuNP,200001
-8.58,2.57e5,2,Image 2,117015,All AuNP,200001
-9.37,2.80e5,2,Image 2,117016,All AuNP,200001
-6.53,1.85e5,2,Image 2,117017,All AuNP,200001
-12.9,7.96e4,2,Image 2,117018,All AuNP,200001
-9.41,5.27e4,2,Image 2,117019,All AuNP,200001
-0.304,7.14e4,2,Image 2,117020,All AuNP,200001
-16.9,4.04e4,2,Image 2,117021,All AuNP,200001
-21.7,2.00e5,2,Image 2,117022,All AuNP,200001
-3.08,1.57e5,2,Image 2,117023,All AuNP,200001
-15.4,4.42e4,2,Image 2,117024,All AuNP,200001
-2.7,5.13e4,2,Image 2,117025,All AuNP,200001
-11.5,3.89e5,2,Image 2,117026,All AuNP,200001
-9.14,2.58e5,2,Image 2,117027,All AuNP,200001
-3.76,1.12e5,2,Image 2,117028,All AuNP,200001
-7.5,2.54e5,2,Image 2,117029,All AuNP,200001
-17.9,4.24e4,2,Image 2,117030,All AuNP,200001
-8.9,3.85e4,2,Image 2,117031,All AuNP,200001
-18.2,1.32e5,2,Image 2,117032,All AuNP,200001
-26.2,1.14e5,2,Image 2,117033,All AuNP,200001
-10.4,1.10e5,2,Image 2,117034,All AuNP,200001
-0.226,1.53e5,2,Image 2,117035,All AuNP,200001
-12.9,8.78e4,2,Image 2,117036,All AuNP,200001
-11.8,7.32e4,2,Image 2,117037,All AuNP,200001
-4.48,1.47e5,2,Image 2,117038,All AuNP,200001
-3.87,5.15e4,2,Image 2,117039,All AuNP,200001
-20.3,1.34e5,2,Image 2,117040,All AuNP,200001
-11.1,1.33e5,2,Image 2,117041,All AuNP,200001
-2,1.05e5,2,Image 2,117042,All AuNP,200001
-0.676,3.90e5,2,Image 2,117043,All AuNP,200001
-12,1.42e5,2,Image 2,117044,All AuNP,200001
-18.2,1.32e5,2,Image 2,117045,All AuNP,200001
-8.97,1.39e5,2,Image 2,117046,All AuNP,200001
-18.7,5.77e4,2,Image 2,117047,All AuNP,200001
-15.3,3.40e5,2,Image 2,117048,All AuNP,200001
-20.2,4.21e4,2,Image 2,117049,All AuNP,200001
-18.3,6.69e4,2,Image 2,117050,All AuNP,200001
-19.7,1.33e5,2,Image 2,117051,All AuNP,200001
-22,4.43e4,2,Image 2,117052,All AuNP,200001
-9.52,1.94e5,2,Image 2,117053,All AuNP,200001
-14.8,4.43e4,2,Image 2,117054,All AuNP,200001
-9.48,7.86e4,2,Image 2,117055,All AuNP,200001
-10.3,7.63e4,2,Image 2,117056,All AuNP,200001
-23.1,4.69e5,2,Image 2,117057,All AuNP,200001
-14.5,7.83e4,2,Image 2,117058,All AuNP,200001
-3.37,1.24e5,2,Image 2,117059,All AuNP,200001
-2.33,1.51e5,2,Image 2,117060,All AuNP,200001
-27.2,8.11e4,2,Image 2,117061,All AuNP,200001
-13.6,5.70e4,2,Image 2,117062,All AuNP,200001
-6.54,7.51e4,2,Image 2,117063,All AuNP,200001
-0.3,1.20e5,2,Image 2,117064,All AuNP,200001
-12.6,3.56e4,2,Image 2,117065,All AuNP,200001
-7.06,1.85e5,2,Image 2,117066,All AuNP,200001
-1.85,3.33e5,2,Image 2,117067,All AuNP,200001
-23.1,1.55e5,2,Image 2,117068,All AuNP,200001
-14.4,1.02e5,2,Image 2,117069,All AuNP,200001
-6.44,1.34e5,2,Image 2,117070,All AuNP,200001
-16.3,9.85e4,2,Image 2,117071,All AuNP,200001
-15.7,6.12e4,2,Image 2,117072,All AuNP,200001
-18,7.67e4,2,Image 2,117073,All AuNP,200001
-16.6,2.36e5,2,Image 2,117074,All AuNP,200001
-20.2,4.77e4,2,Image 2,117075,All AuNP,200001
-0.609,7.76e4,2,Image 2,117076,All AuNP,200001
-8.71,3.12e5,2,Image 2,117077,All AuNP,200001
-0.411,1.77e5,2,Image 2,117078,All AuNP,200001
-5.17,3.07e5,2,Image 2,117079,All AuNP,200001
-10.7,8.44e4,2,Image 2,117080,All AuNP,200001
-8.56,6.74e4,2,Image 2,117081,All AuNP,200001
-13.1,6.42e4,2,Image 2,117082,All AuNP,200001
-6.89,3.70e5,2,Image 2,117083,All AuNP,200001
-13.6,5.60e4,2,Image 2,117084,All AuNP,200001
-26.7,1.30e5,2,Image 2,117085,All AuNP,200001
-13.5,4.11e4,2,Image 2,117086,All AuNP,200001
-11.4,4.20e4,2,Image 2,117087,All AuNP,200001
-1.43,1.13e5,2,Image 2,117088,All AuNP,200001
0.487,2.06e5,2,Image 2,117089,All AuNP,200001
-8.16,1.56e5,2,Image 2,117090,All AuNP,200001
-20,1.08e5,2,Image 2,117091,All AuNP,200001
-23.3,1.08e5,2,Image 2,117092,All AuNP,200001
-12,9.59e4,2,Image 2,117093,All AuNP,200001
-15.5,3.39e5,2,Image 2,117094,All AuNP,200001
-24.2,3.33e4,2,Image 2,117095,All AuNP,200001
-11.5,6.16e4,2,Image 2,117096,All AuNP,200001
-6.32,1.75e5,2,Image 2,117097,All AuNP,200001
-15.7,8.16e4,2,Image 2,117098,All AuNP,200001
-13.5,3.45e4,2,Image 2,117099,All AuNP,200001
-15.6,3.80e5,2,Image 2,117100,All AuNP,200001
-21.5,3.18e4,2,Image 2,117101,All AuNP,200001
-0.259,2.47e5,2,Image 2,117102,All AuNP,200001
-14.5,2.80e5,2,Image 2,117103,All AuNP,200001
-18.9,5.27e4,2,Image 2,117104,All AuNP,200001
-10.2,7.73e4,2,Image 2,117105,All AuNP,200001
-0.222,4.76e5,2,Image 2,117106,All AuNP,200001
-2.02,3.61e5,2,Image 2,117107,All AuNP,200001
-3.65,1.08e5,2,Image 2,117108,All AuNP,200001
0.584,8.50e4,2,Image 2,117109,All AuNP,200001
-3.66,3.22e4,2,Image 2,117110,All AuNP,200001
-16.7,1.19e5,2,Image 2,117111,All AuNP,200001
-5.78,5.31e4,2,Image 2,117112,All AuNP,200001
-21.3,4.14e5,2,Image 2,117113,All AuNP,200001
-3.92,2.91e5,2,Image 2,117114,All AuNP,200001
-4.55,1.75e5,2,Image 2,117115,All AuNP,200001
-4.76,1.02e5,2,Image 2,117116,All AuNP,200001
-14.9,8.22e4,2,Image 2,117117,All AuNP,200001
-7.94,1.16e5,2,Image 2,117118,All AuNP,200001
-12.7,2.82e5,2,Image 2,117119,All AuNP,200001
-1.78,7.60e5,2,Image 2,117120,All AuNP,200001
-7.04,3.58e4,2,Image 2,117121,All AuNP,200001
-9.35,1.05e5,2,Image 2,117122,All AuNP,200001
-6.27,7.84e5,2,Image 2,117123,All AuNP,200001
-9.38,1.20e5,2,Image 2,117124,All AuNP,200001
-6.94,3.32e5,2,Image 2,117125,All AuNP,200001
-11.1,1.49e5,2,Image 2,117126,All AuNP,200001
-8.37,3.67e5,2,Image 2,117127,All AuNP,200001
-20.4,1.72e5,2,Image 2,117128,All AuNP,200001
-15.7,2.69e5,2,Image 2,117129,All AuNP,200001
-6.7,5.58e4,2,Image 2,117130,All AuNP,200001
0.297,2.90e5,2,Image 2,117131,All AuNP,200001
-16.8,6.50e5,2,Image 2,117132,All AuNP,200001
-9.85,5.48e5,2,Image 2,117133,All AuNP,200001
-5.22,4.57e4,2,Image 2,117134,All AuNP,200001
-9.14,2.45e5,2,Image 2,117135,All AuNP,200001
-2.71,1.85e5,2,Image 2,117136,All AuNP,200001
-5.23,1.02e5,2,Image 2,117137,All AuNP,200001
-11.2,3.54e5,2,Image 2,117138,All AuNP,200001
-14.5,8.69e4,2,Image 2,117139,All AuNP,200001
-12.4,1.91e5,2,Image 2,117140,All AuNP,200001
-9.26,6.61e4,2,Image 2,117141,All AuNP,200001
-11.5,3.13e5,2,Image 2,117142,All AuNP,200001
-9.63,1.36e5,2,Image 2,117143,All AuNP,200001
-13.2,5.00e5,2,Image 2,117144,All AuNP,200001
-3.78,6.78e5,2,Image 2,117145,All AuNP,200001
-7.17,1.44e5,2,Image 2,117146,All AuNP,200001
-0.101,2.85e5,2,Image 2,117147,All AuNP,200001
-2.25,8.99e4,2,Image 2,117148,All AuNP,200001
-2.27,1.91e5,2,Image 2,117149,All AuNP,200001
-6.85,3.88e5,2,Image 2,117150,All AuNP,200001
-8.15,1.52e5,2,Image 2,117151,All AuNP,200001
-2.65,3.73e5,2,Image 2,117152,All AuNP,200001
-4.92,4.36e4,2,Image 2,117153,All AuNP,200001
-5.23,4.77e4,2,Image 2,117154,All AuNP,200001
-10.9,2.36e5,2,Image 2,117155,All AuNP,200001
-0.979,3.08e5,2,Image 2,117156,All AuNP,200001
-8.89,1.10e5,2,Image 2,117157,All AuNP,200001
-0.772,1.18e5,2,Image 2,117158,All AuNP,200001
-1.97,6.42e4,2,Image 2,117159,All AuNP,200001
-5.89,7.12e4,2,Image 2,117160,All AuNP,200001
-15.7,5.27e4,2,Image 2,117161,All AuNP,200001
-2.95,1.49e5,2,Image 2,117162,All AuNP,200001
-6.96,1.86e5,2,Image 2,117163,All AuNP,200001
-1.6,1.22e5,2,Image 2,117164,All AuNP,200001
-1.89,9.60e4,2,Image 2,117165,All AuNP,200001
-2.59,1.18e5,2,Image 2,117166,All AuNP,200001
-0.601,3.93e4,2,Image 2,117167,All AuNP,200001
-9.85,3.16e4,2,Image 2,117168,All AuNP,200001
-3.48,3.84e5,2,Image 2,117169,All AuNP,200001
-5.15,3.78e4,2,Image 2,117170,All AuNP,200001
-1.55,3.84e5,2,Image 2,117171,All AuNP,200001
-7.11,8.86e4,2,Image 2,117172,All AuNP,200001
-6.64,1.03e5,2,Image 2,117173,All AuNP,200001
-19,3.54e4,2,Image 2,117174,All AuNP,200001
-10.6,4.77e4,2,Image 2,117175,All AuNP,200001
-11.7,3.54e4,2,Image 2,117176,All AuNP,200001
-3.36,8.84e4,2,Image 2,117177,All AuNP,200001
-20.7,4.13e4,2,Image 2,117178,All AuNP,200001
-12.1,6.71e4,2,Image 2,117179,All AuNP,200001
-10.2,6.40e4,2,Image 2,117180,All AuNP,200001
-0.985,6.37e4,2,Image 2,117181,All AuNP,200001
-12.4,1.57e5,2,Image 2,117182,All AuNP,200001
-1.81,1.09e5,2,Image 2,117183,All AuNP,200001
-14.6,8.35e4,2,Image 2,117184,All AuNP,200001
-8.34,4.28e5,2,Image 2,117185,All AuNP,200001
-1.76,6.61e4,2,Image 2,117186,All AuNP,200001
-13.2,7.59e4,2,Image 2,117187,All AuNP,200001
-15.3,6.48e4,2,Image 2,117188,All AuNP,200001
-5.9,7.86e4,2,Image 2,117189,All AuNP,200001
-17.1,1.04e5,2,Image 2,117190,All AuNP,200001
-14.6,1.76e5,2,Image 2,117191,All AuNP,200001
-12.3,6.22e4,2,Image 2,117192,All AuNP,200001
-10.6,1.05e5,2,Image 2,117193,All AuNP,200001
-14.2,4.12e4,2,Image 2,117194,All AuNP,200001
-22.7,1.20e5,2,Image 2,117195,All AuNP,200001
-10.8,3.43e4,2,Image 2,117196,All AuNP,200001
-11.4,4.49e4,2,Image 2,117197,All AuNP,200001
-4.93,4.25e4,2,Image 2,117198,All AuNP,200001
-22.9,2.14e5,2,Image 2,117199,All AuNP,200001
-2.29,1.17e5,2,Image 2,117200,All AuNP,200001
-7.22,1.34e5,2,Image 2,117201,All AuNP,200001
-4.53,4.41e4,2,Image 2,117202,All AuNP,200001
-1.17,6.43e4,2,Image 2,117203,All AuNP,200001
-0.813,9.00e4,2,Image 2,117204,All AuNP,200001
-1.46,1.68e5,2,Image 2,117205,All AuNP,200001
-19.7,7.48e4,2,Image 2,117206,All AuNP,200001
-1.25,1.21e5,2,Image 2,117207,All AuNP,200001
-9.69,1.38e5,2,Image 2,117208,All AuNP,200001
-5.58,3.24e5,2,Image 2,117209,All AuNP,200001
-6.06,2.40e5,2,Image 2,117210,All AuNP,200001
-3.12,2.54e5,2,Image 2,117211,All AuNP,200001
-15,7.66e4,2,Image 2,117212,All AuNP,200001
-1.37,1.64e5,2,Image 2,117213,All AuNP,200001
-3.34,5.68e4,2,Image 2,117214,All AuNP,200001
-3.55,2.28e5,2,Image 2,117215,All AuNP,200001
-1.64,5.45e5,2,Image 2,117216,All AuNP,200001
-5.61,3.05e5,2,Image 2,117217,All AuNP,200001
-1.26,2.81e5,2,Image 2,117218,All AuNP,200001
-10.1,4.22e4,2,Image 2,117219,All AuNP,200001
-1.77,8.74e4,2,Image 2,117220,All AuNP,200001
-1.47,4.35e5,2,Image 2,117221,All AuNP,200001
-5.15,4.01e5,2,Image 2,117222,All AuNP,200001
-4.12,7.58e4,2,Image 2,117223,All AuNP,200001
-8.98,1.91e5,2,Image 2,117224,All AuNP,200001
-12.7,1.94e5,2,Image 2,117225,All AuNP,200001
-14.2,3.56e5,2,Image 2,117226,All AuNP,200001
-0.0369,1.89e5,2,Image 2,117227,All AuNP,200001
-2.81,1.40e5,2,Image 2,117228,All AuNP,200001
-11.5,4.28e5,2,Image 2,117229,All AuNP,200001
-4.29,1.65e5,2,Image 2,117230,All AuNP,200001
-13.3,6.25e5,2,Image 2,117231,All AuNP,200001
-4.2,2.00e5,2,Image 2,117232,All AuNP,200001
-7.32,2.46e5,2,Image 2,117233,All AuNP,200001
-5,8.40e4,2,Image 2,117234,All AuNP,200001
-12.3,1.11e5,2,Image 2,117235,All AuNP,200001
-3.62,5.31e5,2,Image 2,117236,All AuNP,200001
-1.74,8.78e4,2,Image 2,117237,All AuNP,200001
-11.7,4.06e5,2,Image 2,117238,All AuNP,200001
-12.7,3.88e5,2,Image 2,117239,All AuNP,200001
-16.9,4.70e4,2,Image 2,117240,All AuNP,200001
-3.65,1.80e5,2,Image 2,117241,All AuNP,200001
-15.9,1.72e5,2,Image 2,117242,All AuNP,200001
-3.68,4.23e5,2,Image 2,117243,All AuNP,200001
-5.47,2.37e5,2,Image 2,117244,All AuNP,200001
-9.38,1.06e5,2,Image 2,117245,All AuNP,200001
-7.97,2.13e5,2,Image 2,117246,All AuNP,200001
-13.7,1.39e5,2,Image 2,117247,All AuNP,200001
-3.61,3.17e5,2,Image 2,117248,All AuNP,200001
-16.4,4.39e5,2,Image 2,117249,All AuNP,200001
-4.59,6.00e4,2,Image 2,117250,All AuNP,200001
-14.5,3.06e5,2,Image 2,117251,All AuNP,200001
-5.32,5.29e5,2,Image 2,117252,All AuNP,200001
-20.3,1.17e5,2,Image 2,117253,All AuNP,200001
-15.2,3.24e5,2,Image 2,117254,All AuNP,200001
-7.29,2.77e5,2,Image 2,117255,All AuNP,200001
-3.47,3.08e5,2,Image 2,117256,All AuNP,200001
-8.93,6.11e4,2,Image 2,117257,All AuNP,200001
-9.42,1.68e5,2,Image 2,117258,All AuNP,200001
-2.32,4.02e4,2,Image 2,117259,All AuNP,200001
-10.8,1.67e5,2,Image 2,117260,All AuNP,200001
-0.23,1.67e5,2,Image 2,117261,All AuNP,200001
-22.8,9.75e4,2,Image 2,117262,All AuNP,200001
-13.6,8.49e4,2,Image 2,117263,All AuNP,200001
-29,1.65e5,2,Image 2,117264,All AuNP,200001
-13.7,1.76e5,2,Image 2,117265,All AuNP,200001
-6.82,8.72e4,2,Image 2,117266,All AuNP,200001
-5.41,5.62e4,2,Image 2,117267,All AuNP,200001
-2.57,1.05e5,2,Image 2,117268,All AuNP,200001
-15.6,8.95e4,2,Image 2,117269,All AuNP,200001
-3.61,1.64e5,2,Image 2,117270,All AuNP,200001
-5.53,1.69e5,2,Image 2,117271,All AuNP,200001
-3.87,3.13e4,2,Image 2,117272,All AuNP,200001
-10.4,1.29e5,2,Image 2,117273,All AuNP,200001
-25.3,6.07e4,2,Image 2,117274,All AuNP,200001
-14.4,1.53e5,2,Image 2,117275,All AuNP,200001
-18.2,9.98e4,2,Image 2,117276,All AuNP,200001
-26.3,1.01e5,2,Image 2,117277,All AuNP,200001
-25.2,6.34e5,2,Image 2,117278,All AuNP,200001
-20.6,1.62e5,2,Image 2,117279,All AuNP,200001
-8.97,8.03e4,2,Image 2,117280,All AuNP,200001
-3.1,5.33e4,2,Image 2,117281,All AuNP,200001
-1.05,7.93e4,2,Image 2,117282,All AuNP,200001
4.3,2.99e5,2,Image 2,117283,All AuNP,200001
1.45,6.25e4,2,Image 2,117284,All AuNP,200001
-2.06,1.88e5,2,Image 2,117285,All AuNP,200001
10.3,4.90e4,2,Image 2,117286,All AuNP,200001
-7.54,6.68e4,2,Image 2,117287,All AuNP,200001
-10.6,1.11e5,2,Image 2,117288,All AuNP,200001
-13.3,4.58e4,2,Image 2,117289,All AuNP,200001
-14.7,3.68e4,2,Image 2,117290,All AuNP,200001
-24.3,2.03e5,2,Image 2,117291,All AuNP,200001
-21,4.62e4,2,Image 2,117292,All AuNP,200001
-20.3,2.49e5,2,Image 2,117293,All AuNP,200001
-6.29,1.03e5,2,Image 2,117294,All AuNP,200001
-13.5,1.22e5,2,Image 2,117295,All AuNP,200001
-4.38,6.06e4,2,Image 2,117296,All AuNP,200001
-3.34,1.66e5,2,Image 2,117297,All AuNP,200001
-12.5,3.50e4,2,Image 2,117298,All AuNP,200001
-19.7,5.53e4,2,Image 2,117299,All AuNP,200001
-9.79,1.21e5,2,Image 2,117300,All AuNP,200001
-11.7,5.62e4,2,Image 2,117301,All AuNP,200001
-19.1,8.15e4,2,Image 2,117302,All AuNP,200001
-5.46,7.23e4,2,Image 2,117303,All AuNP,200001
-7.05,1.08e5,2,Image 2,117304,All AuNP,200001
-8.88,1.13e5,2,Image 2,117305,All AuNP,200001
-5.34,7.32e4,2,Image 2,117306,All AuNP,200001
1.81,1.95e5,2,Image 2,117307,All AuNP,200001
-13,5.46e4,2,Image 2,117308,All AuNP,200001
-11.7,7.46e4,2,Image 2,117309,All AuNP,200001
-10.9,1.58e5,2,Image 2,117310,All AuNP,200001
-10.1,4.55e4,2,Image 2,117311,All AuNP,200001
-2.22,2.30e5,2,Image 2,117312,All AuNP,200001
-8.19,4.17e4,2,Image 2,117313,All AuNP,200001
-20.6,1.04e5,2,Image 2,117314,All AuNP,200001
-9.35,9.74e4,2,Image 2,117315,All AuNP,200001
-0.477,8.19e4,2,Image 2,117316,All AuNP,200001
-5.11,4.36e4,2,Image 2,117317,All AuNP,200001
-6.55,1.31e5,2,Image 2,117318,All AuNP,200001
-0.38,5.46e4,2,Image 2,117319,All AuNP,200001
-4.5,8.00e4,2,Image 2,117320,All AuNP,200001
-9.83,9.76e4,2,Image 2,117321,All AuNP,200001
-3.89,7.02e4,2,Image 2,117322,All AuNP,200001
3.09,6.18e4,2,Image 2,117323,All AuNP,200001
-5.93,3.91e4,2,Image 2,117324,All AuNP,200001
-11.1,3.17e5,2,Image 2,117325,All AuNP,200001
-4.81,1.15e5,2,Image 2,117326,All AuNP,200001
-0.47,6.09e4,2,Image 2,117327,All AuNP,200001
1.04,5.08e4,2,Image 2,117328,All AuNP,200001
-22.4,1.41e5,2,Image 2,117329,All AuNP,200001
-15,8.59e4,2,Image 2,117330,All AuNP,200001
-0.15,3.38e5,2,Image 2,117331,All AuNP,200001
-15.5,8.18e4,2,Image 2,117332,All AuNP,200001
-0.345,1.20e5,2,Image 2,117333,All AuNP,200001
-6.12,5.62e4,2,Image 2,117334,All AuNP,200001
-3.74,9.29e4,2,Image 2,117335,All AuNP,200001
-5.53,1.71e5,2,Image 2,117336,All AuNP,200001
-21.1,9.78e4,2,Image 2,117337,All AuNP,200001
-26.8,1.11e5,2,Image 2,117338,All AuNP,200001
-3.68,8.38e4,2,Image 2,117339,All AuNP,200001
1.6,3.97e4,2,Image 2,117340,All AuNP,200001
0.293,1.21e5,2,Image 2,117341,All AuNP,200001
-19,5.62e4,2,Image 2,117342,All AuNP,200001
7.43,6.21e4,2,Image 2,117343,All AuNP,200001
1.77,5.10e4,2,Image 2,117344,All AuNP,200001
-7.25,1.08e5,2,Image 2,117345,All AuNP,200001
-13.4,9.63e4,2,Image 2,117346,All AuNP,200001
-3.6,3.93e4,2,Image 2,117347,All AuNP,200001
-3.35,1.14e5,2,Image 2,117348,All AuNP,200001
-14.6,1.58e5,2,Image 2,117349,All AuNP,200001
-16.1,8.22e4,2,Image 2,117350,All AuNP,200001
0.84,1.33e5,2,Image 2,117351,All AuNP,200001
5.35,1.78e5,2,Image 2,117352,All AuNP,200001
-8.01,5.07e4,2,Image 2,117353,All AuNP,200001
-12.7,5.99e4,2,Image 2,117354,All AuNP,200001
-8.23,5.86e4,2,Image 2,117355,All AuNP,200001
-2.81,5.93e4,2,Image 2,117356,All AuNP,200001
1.58,7.06e4,2,Image 2,117357,All AuNP,200001
-2.63,3.77e4,2,Image 2,117358,All AuNP,200001
-3.24,8.48e4,2,Image 2,117359,All AuNP,200001
-8.82,3.46e4,2,Image 2,117360,All AuNP,200001
-7.27,5.83e4,2,Image 2,117361,All AuNP,200001
-14.9,3.77e4,2,Image 2,117362,All AuNP,200001
-21.1,5.39e4,2,Image 2,117363,All AuNP,200001
-3.87,3.74e4,2,Image 2,117364,All AuNP,200001
-15.6,4.62e4,2,Image 2,117365,All AuNP,200001
-6.52,6.53e4,2,Image 2,117366,All AuNP,200001
-3.18,5.39e4,2,Image 2,117367,All AuNP,200001
-6.35,5.12e4,2,Image 2,117368,All AuNP,200001
-12.9,8.68e4,2,Image 2,117369,All AuNP,200001
-9.13,4.55e4,2,Image 2,117370,All AuNP,200001
-18.1,3.65e4,2,Image 2,117371,All AuNP,200001
-12,9.35e4,2,Image 2,117372,All AuNP,200001
-7,3.88e4,2,Image 2,117373,All AuNP,200001
-27,6.09e4,2,Image 2,117374,All AuNP,200001
-21.3,3.49e4,2,Image 2,117375,All AuNP,200001
-7.67,5.05e4,2,Image 2,117376,All AuNP,200001
-16.8,4.27e4,2,Image 2,117377,All AuNP,200001
-11.3,4.96e4,2,Image 2,117378,All AuNP,200001
-13.4,4.27e4,2,Image 2,117379,All AuNP,200001
-15.6,9.26e4,2,Image 2,117380,All AuNP,200001
-4.78,4.91e4,2,Image 2,117381,All AuNP,200001
-15.5,4.46e4,2,Image 2,117382,All AuNP,200001
-4.87,8.58e4,2,Image 2,117383,All AuNP,200001
-1.62,1.89e5,2,Image 2,117384,All AuNP,200001
-2.54,3.56e5,2,Image 2,117385,All AuNP,200001
-5.86,3.56e4,2,Image 2,117386,All AuNP,200001
-20.6,3.79e4,2,Image 2,117387,All AuNP,200001
-0.999,1.12e5,2,Image 2,117388,All AuNP,200001
-8.76,4.70e4,2,Image 2,117389,All AuNP,200001
-3.94,1.32e5,2,Image 2,117390,All AuNP,200001
-5.54,5.81e4,2,Image 2,117391,All AuNP,200001
-6.32,8.45e4,2,Image 2,117392,All AuNP,200001
-2.64,9.93e4,2,Image 2,117393,All AuNP,200001
-1.49,5.03e4,2,Image 2,117394,All AuNP,200001
-1.66,4.14e4,2,Image 2,117395,All AuNP,200001
-1.05,1.06e5,2,Image 2,117396,All AuNP,200001
-12.7,4.03e4,2,Image 2,117397,All AuNP,200001
-8.39,4.91e4,2,Image 2,117398,All AuNP,200001
-9.12,7.36e4,2,Image 2,117399,All AuNP,200001
-21.6,4.30e4,2,Image 2,117400,All AuNP,200001
-9.93,1.26e5,2,Image 2,117401,All AuNP,200001
-9.97,6.95e4,2,Image 2,117402,All AuNP,200001
-2.54,2.32e5,2,Image 2,117403,All AuNP,200001
-12.5,2.33e5,2,Image 2,117404,All AuNP,200001
-7.85,5.64e4,2,Image 2,117405,All AuNP,200001
-2.29,2.20e5,2,Image 2,117406,All AuNP,200001
-1.82,7.73e4,2,Image 2,117407,All AuNP,200001
-10.5,3.59e4,2,Image 2,117408,All AuNP,200001
1.51,8.68e4,2,Image 2,117409,All AuNP,200001
-16.5,1.23e5,2,Image 2,117410,All AuNP,200001
-11.7,1.63e5,2,Image 2,117411,All AuNP,200001
2.97,6.53e4,2,Image 2,117412,All AuNP,200001
-8.83,4.02e4,2,Image 2,117413,All AuNP,200001
-16.8,8.12e4,2,Image 2,117414,All AuNP,200001
-15.2,1.37e5,2,Image 2,117415,All AuNP,200001
-21.3,4.12e4,2,Image 2,117416,All AuNP,200001
-13.8,5.85e4,2,Image 2,117417,All AuNP,200001
-0.451,5.07e4,2,Image 2,117418,All AuNP,200001
-4.46,8.03e4,2,Image 2,117419,All AuNP,200001
-11,5.75e4,2,Image 2,117420,All AuNP,200001
-6.48,5.07e4,2,Image 2,117421,All AuNP,200001
-16.4,3.65e4,2,Image 2,117422,All AuNP,200001
-15.2,4.09e4,2,Image 2,117423,All AuNP,200001
-24.4,3.77e4,2,Image 2,117424,All AuNP,200001
-14.8,4.22e4,2,Image 2,117425,All AuNP,200001
-6.81,4.05e4,2,Image 2,117426,All AuNP,200001
-10.2,6.55e4,2,Image 2,117427,All AuNP,200001
-15.9,3.85e4,2,Image 2,117428,All AuNP,200001
-9.88,5.00e4,2,Image 2,117429,All AuNP,200001
-6.66,9.29e4,2,Image 2,117430,All AuNP,200001
-5.33,2.00e5,2,Image 2,117431,All AuNP,200001
-7.13,1.96e5,2,Image 2,117432,All AuNP,200001
-6.24,4.88e4,2,Image 2,117433,All AuNP,200001
-5.13,1.05e5,2,Image 2,117434,All AuNP,200001
-0.251,8.33e4,2,Image 2,117435,All AuNP,200001
-3.82,1.37e5,2,Image 2,117436,All AuNP,200001
-30.2,5.73e4,2,Image 2,117437,All AuNP,200001
-15.9,3.56e4,2,Image 2,117438,All AuNP,200001
-16.6,3.79e4,2,Image 2,117439,All AuNP,200001
-19,5.26e4,2,Image 2,117440,All AuNP,200001
-7.31,3.80e4,2,Image 2,117441,All AuNP,200001
-8.53,1.38e5,2,Image 2,117442,All AuNP,200001
-1.05,5.84e4,2,Image 2,117443,All AuNP,200001
-23.2,4.02e4,2,Image 2,117444,All AuNP,200001
-7.03,7.51e4,2,Image 2,117445,All AuNP,200001
-0.138,1.60e5,2,Image 2,117446,All AuNP,200001
-2.24,5.20e4,2,Image 2,117447,All AuNP,200001
-4.66,3.28e5,2,Image 2,117448,All AuNP,200001
-9.8,4.36e4,2,Image 2,117449,All AuNP,200001
-6.11,8.79e4,2,Image 2,117450,All AuNP,200001
-10.5,9.08e4,2,Image 2,117451,All AuNP,200001
-14.5,5.08e4,2,Image 2,117452,All AuNP,200001
-2.25,1.75e5,2,Image 2,117453,All AuNP,200001
-14.7,1.61e5,2,Image 2,117454,All AuNP,200001
-0.943,8.85e4,2,Image 2,117455,All AuNP,200001
-3.66,1.95e5,2,Image 2,117456,All AuNP,200001
-3.12,8.85e4,2,Image 2,117457,All AuNP,200001
-13.5,1.14e5,2,Image 2,117458,All AuNP,200001
-2.31,5.35e4,2,Image 2,117459,All AuNP,200001
-2.87,5.87e4,2,Image 2,117460,All AuNP,200001
-5.21,1.28e5,2,Image 2,117461,All AuNP,200001
-1.8,6.64e4,2,Image 2,117462,All AuNP,200001
-6.11,1.73e5,2,Image 2,117463,All AuNP,200001
-7.39,2.83e5,2,Image 2,117464,All AuNP,200001
-1.23,4.53e4,2,Image 2,117465,All AuNP,200001
-17.1,5.33e4,2,Image 2,117466,All AuNP,200001
-12.1,3.92e4,2,Image 2,117467,All AuNP,200001
-12.7,7.52e4,2,Image 2,117468,All AuNP,200001
