Shortest Distance to Surfaces Surfaces=Surfaces 1,Intensity Sum Ch=2 Img=2,Channel,Image,ID,Surpass Object,Surpass Object Data ID
-20.9,5.55e4,2,Image 2,49189,All AuNP,200001
-15.8,1.40e5,2,Image 2,49190,All AuNP,200001
-2.47,5.21e4,2,Image 2,49191,All AuNP,200001
-12.1,5.26e4,2,Image 2,49192,All AuNP,200001
-7.85,3.38e4,2,Image 2,49193,All AuNP,200001
-31.3,6.11e4,2,Image 2,49194,All AuNP,200001
-1.45,4.31e4,2,Image 2,49195,All AuNP,200001
-23.7,1.19e5,2,Image 2,49196,All AuNP,200001
-26.6,4.21e4,2,Image 2,49197,All AuNP,200001
-14.2,3.73e4,2,Image 2,49198,All AuNP,200001
-25.8,3.95e4,2,Image 2,49199,All AuNP,200001
-9.57,5.19e4,2,Image 2,49200,All AuNP,200001
-29.9,8.58e4,2,Image 2,49201,All AuNP,200001
-8.33,7.64e4,2,Image 2,49202,All AuNP,200001
-6.35,4.74e4,2,Image 2,49203,All AuNP,200001
-30.6,4.88e4,2,Image 2,49204,All AuNP,200001
-5.66,1.10e5,2,Image 2,49205,All AuNP,200001
-10.8,3.42e4,2,Image 2,49206,All AuNP,200001
-5.17,1.35e5,2,Image 2,49207,All AuNP,200001
-2.47,2.44e5,2,Image 2,49208,All AuNP,200001
-0.713,1.57e5,2,Image 2,49209,All AuNP,200001
-0.502,3.26e4,2,Image 2,49210,All AuNP,200001
-2.95,2.61e5,2,Image 2,49211,All AuNP,200001
-1.68,5.01e5,2,Image 2,49212,All AuNP,200001
-0.826,1.91e5,2,Image 2,49213,All AuNP,200001
-10.5,7.56e4,2,Image 2,49214,All AuNP,200001
-4.8,3.89e5,2,Image 2,49215,All AuNP,200001
-3.91,5.69e4,2,Image 2,49216,All AuNP,200001
-13.8,3.83e4,2,Image 2,49217,All AuNP,200001
-18,5.29e4,2,Image 2,49218,All AuNP,200001
-30.9,3.59e4,2,Image 2,49219,All AuNP,200001
-14.8,1.31e5,2,Image 2,49220,All AuNP,200001
-6.07,7.29e4,2,Image 2,49221,All AuNP,200001
-0.0226,3.36e4,2,Image 2,49222,All AuNP,200001
-1.48,3.35e4,2,Image 2,49223,All AuNP,200001
-22.2,4.86e4,2,Image 2,49224,All AuNP,200001
-10.8,1.29e5,2,Image 2,49225,All AuNP,200001
-26.6,7.25e4,2,Image 2,49226,All AuNP,200001
-3.02,4.19e4,2,Image 2,49227,All AuNP,200001
-24.4,3.48e4,2,Image 2,49228,All AuNP,200001
-26.3,3.03e4,2,Image 2,49229,All AuNP,200001
-0.0867,6.72e4,2,Image 2,49230,All AuNP,200001
-0.562,4.50e5,2,Image 2,49231,All AuNP,200001
-18.1,3.76e4,2,Image 2,49232,All AuNP,200001
-5.3,1.13e5,2,Image 2,49233,All AuNP,200001
-5.23,1.30e5,2,Image 2,49234,All AuNP,200001
-7.08,2.30e5,2,Image 2,49235,All AuNP,200001
-0.939,1.49e5,2,Image 2,49236,All AuNP,200001
-8.38,6.01e4,2,Image 2,49237,All AuNP,200001
-10.1,1.08e5,2,Image 2,49238,All AuNP,200001
-3.26,8.74e4,2,Image 2,49239,All AuNP,200001
-2.68,1.73e5,2,Image 2,49240,All AuNP,200001
-7.29,4.16e4,2,Image 2,49241,All AuNP,200001
-0.917,2.28e5,2,Image 2,49242,All AuNP,200001
-5.14,1.34e5,2,Image 2,49243,All AuNP,200001
-1.55,3.35e4,2,Image 2,49244,All AuNP,200001
-4.72,3.36e4,2,Image 2,49245,All AuNP,200001
-5,4.38e4,2,Image 2,49246,All AuNP,200001
-6.69,4.37e4,2,Image 2,49247,All AuNP,200001
-24.9,5.08e4,2,Image 2,49248,All AuNP,200001
-7.24,6.01e4,2,Image 2,49249,All AuNP,200001
-7.65,5.04e4,2,Image 2,49250,All AuNP,200001
-9.79,4.99e4,2,Image 2,49251,All AuNP,200001
-0.303,4.97e4,2,Image 2,49252,All AuNP,200001
-20.9,4.97e4,2,Image 2,49253,All AuNP,200001
-11.8,7.33e4,2,Image 2,49254,All AuNP,200001
-5.1,3.66e4,2,Image 2,49255,All AuNP,200001
15.5,5.49e4,2,Image 2,49256,All AuNP,200001
2.23,5.17e4,2,Image 2,49257,All AuNP,200001
-2.02,4.17e4,2,Image 2,49258,All AuNP,200001
14.2,6.55e4,2,Image 2,49259,All AuNP,200001
13.3,5.16e4,2,Image 2,49260,All AuNP,200001
-5.44,5.99e4,2,Image 2,49261,All AuNP,200001
-4.22,8.82e4,2,Image 2,49262,All AuNP,200001
9.83,4.22e4,2,Image 2,49263,All AuNP,200001
-1.86,4.76e4,2,Image 2,49264,All AuNP,200001
15.7,8.12e4,2,Image 2,49265,All AuNP,200001
9.11,7.29e4,2,Image 2,49266,All AuNP,200001
-18.4,5.26e4,2,Image 2,49267,All AuNP,200001
7.82,2.35e5,2,Image 2,49268,All AuNP,200001
8.75,7.92e4,2,Image 2,49269,All AuNP,200001
10.8,7.09e4,2,Image 2,49270,All AuNP,200001
-3.67,6.52e4,2,Image 2,49271,All AuNP,200001
-2.96,1.11e5,2,Image 2,49272,All AuNP,200001
6.7,5.91e4,2,Image 2,49273,All AuNP,200001
-21.9,4.08e4,2,Image 2,49274,All AuNP,200001
-8.12,4.89e4,2,Image 2,49275,All AuNP,200001
-6.15,5.25e4,2,Image 2,49276,All AuNP,200001
-7.46,6.90e4,2,Image 2,49277,All AuNP,200001
-13.1,1.10e5,2,Image 2,49278,All AuNP,200001
-6.38,8.08e4,2,Image 2,49279,All AuNP,200001
-5.37,6.19e4,2,Image 2,49280,All AuNP,200001
-3.4,7.19e4,2,Image 2,49281,All AuNP,200001
-0.684,4.43e4,2,Image 2,49282,All AuNP,200001
12.6,1.33e5,2,Image 2,49283,All AuNP,200001
-4.65,1.18e5,2,Image 2,49284,All AuNP,200001
-19,4.52e4,2,Image 2,49285,All AuNP,200001
-2.87,8.02e4,2,Image 2,49286,All AuNP,200001
0.0453,6.79e4,2,Image 2,49287,All AuNP,200001
5.34,6.48e4,2,Image 2,49288,All AuNP,200001
-9.47,9.31e4,2,Image 2,49289,All AuNP,200001
4.89,4.31e4,2,Image 2,49290,All AuNP,200001
2.44,4.47e4,2,Image 2,49291,All AuNP,200001
4.32,1.24e5,2,Image 2,49292,All AuNP,200001
-8.69,3.10e5,2,Image 2,49293,All AuNP,200001
-1.46,8.31e4,2,Image 2,49294,All AuNP,200001
-16.9,3.50e4,2,Image 2,49295,All AuNP,200001
-20.2,6.83e4,2,Image 2,49296,All AuNP,200001
-7.2,1.08e5,2,Image 2,49297,All AuNP,200001
-11.2,1.40e5,2,Image 2,49298,All AuNP,200001
-17.3,4.08e4,2,Image 2,49299,All AuNP,200001
-11.8,1.62e5,2,Image 2,49300,All AuNP,200001
-17,1.04e5,2,Image 2,49301,All AuNP,200001
-20.9,3.83e4,2,Image 2,49302,All AuNP,200001
-2.76,5.22e4,2,Image 2,49303,All AuNP,200001
-11.2,6.34e4,2,Image 2,49304,All AuNP,200001
-2.78,5.44e4,2,Image 2,49305,All AuNP,200001
-5.97,4.09e4,2,Image 2,49306,All AuNP,200001
-9.84,1.15e5,2,Image 2,49307,All AuNP,200001
-4.7,1.27e5,2,Image 2,49308,All AuNP,200001
-5.34,1.57e5,2,Image 2,49309,All AuNP,200001
-9.63,6.33e4,2,Image 2,49310,All AuNP,200001
-17.4,8.28e5,2,Image 2,49311,All AuNP,200001
-10.4,2.10e5,2,Image 2,49312,All AuNP,200001
-13.6,4.90e5,2,Image 2,49313,All AuNP,200001
-9.95,6.14e4,2,Image 2,49314,All AuNP,200001
-7.19,6.68e4,2,Image 2,49315,All AuNP,200001
-6.03,3.59e4,2,Image 2,49316,All AuNP,200001
-6.41,4.16e5,2,Image 2,49317,All AuNP,200001
-9.44,6.27e4,2,Image 2,49318,All AuNP,200001
-13.7,4.72e5,2,Image 2,49319,All AuNP,200001
-11.8,1.34e5,2,Image 2,49320,All AuNP,200001
-8.62,5.41e4,2,Image 2,49321,All AuNP,200001
-10.3,4.39e5,2,Image 2,49322,All AuNP,200001
-19,1.50e5,2,Image 2,49323,All AuNP,200001
-10.3,1.49e5,2,Image 2,49324,All AuNP,200001
-2.95,1.55e5,2,Image 2,49325,All AuNP,200001
-12,4.73e4,2,Image 2,49326,All AuNP,200001
-11.3,1.02e5,2,Image 2,49327,All AuNP,200001
-22.8,3.32e5,2,Image 2,49328,All AuNP,200001
-8.87,4.12e4,2,Image 2,49329,All AuNP,200001
-7.69,4.82e4,2,Image 2,49330,All AuNP,200001
-6.12,1.55e5,2,Image 2,49331,All AuNP,200001
-5.8,5.63e4,2,Image 2,49332,All AuNP,200001
-17.6,5.20e4,2,Image 2,49333,All AuNP,200001
-21.9,9.06e4,2,Image 2,49334,All AuNP,200001
-19.1,6.15e4,2,Image 2,49335,All AuNP,200001
-5.55,5.80e4,2,Image 2,49336,All AuNP,200001
-7.18,1.32e5,2,Image 2,49337,All AuNP,200001
-8.56,3.87e4,2,Image 2,49338,All AuNP,200001
-12.2,1.13e5,2,Image 2,49339,All AuNP,200001
7.56,1.11e5,2,Image 2,49340,All AuNP,200001
-9.52,2.34e5,2,Image 2,49341,All AuNP,200001
-9.02,6.37e4,2,Image 2,49342,All AuNP,200001
3.08,5.10e4,2,Image 2,49343,All AuNP,200001
-16.5,7.76e4,2,Image 2,49344,All AuNP,200001
-6.47,4.16e4,2,Image 2,49345,All AuNP,200001
3.39,1.36e5,2,Image 2,49346,All AuNP,200001
-13.6,4.26e4,2,Image 2,49347,All AuNP,200001
-15.5,3.80e4,2,Image 2,49348,All AuNP,200001
-4.98,4.06e4,2,Image 2,49349,All AuNP,200001
-12.4,9.27e4,2,Image 2,49350,All AuNP,200001
-6.9,1.92e5,2,Image 2,49351,All AuNP,200001
-5.19,2.21e5,2,Image 2,49352,All AuNP,200001
-41.8,3.92e4,2,Image 2,49353,All AuNP,200001
-4.36,4.11e4,2,Image 2,49354,All AuNP,200001
-23.3,1.35e5,2,Image 2,49355,All AuNP,200001
-2.73,7.56e4,2,Image 2,49356,All AuNP,200001
-2.91,1.34e5,2,Image 2,49357,All AuNP,200001
-5.95,6.80e4,2,Image 2,49358,All AuNP,200001
-5.79,7.20e4,2,Image 2,49359,All AuNP,200001
31,4.00e4,2,Image 2,49360,All AuNP,200001
12.9,4.52e4,2,Image 2,49361,All AuNP,200001
14.1,3.70e4,2,Image 2,49362,All AuNP,200001
34.4,4.66e4,2,Image 2,49363,All AuNP,200001
-2.47,7.14e4,2,Image 2,49364,All AuNP,200001
-19.2,1.08e5,2,Image 2,49365,All AuNP,200001
-45.2,1.63e5,2,Image 2,49366,All AuNP,200001
10.2,6.10e4,2,Image 2,49367,All AuNP,200001
18.9,8.10e4,2,Image 2,49368,All AuNP,200001
3.35,3.95e4,2,Image 2,49369,All AuNP,200001
14.6,4.20e4,2,Image 2,49370,All AuNP,200001
20,4.95e4,2,Image 2,49371,All AuNP,200001
-42.9,5.81e5,2,Image 2,49372,All AuNP,200001
15.9,4.59e4,2,Image 2,49373,All AuNP,200001
-10.8,4.63e4,2,Image 2,49374,All AuNP,200001
-27.3,1.94e5,2,Image 2,49375,All AuNP,200001
7.59,5.25e4,2,Image 2,49376,All AuNP,200001
-9.1,4.38e4,2,Image 2,49377,All AuNP,200001
17,7.66e4,2,Image 2,49378,All AuNP,200001
-1.71,7.41e4,2,Image 2,49379,All AuNP,200001
-16.3,4.16e4,2,Image 2,49380,All AuNP,200001
-0.226,3.82e4,2,Image 2,49381,All AuNP,200001
-38.3,5.59e5,2,Image 2,49382,All AuNP,200001
-3.25,1.94e5,2,Image 2,49383,All AuNP,200001
-8.11,4.44e4,2,Image 2,49384,All AuNP,200001
-7.42,6.47e4,2,Image 2,49385,All AuNP,200001
-11.2,4.76e4,2,Image 2,49386,All AuNP,200001
-16.8,3.85e4,2,Image 2,49387,All AuNP,200001
-10.1,4.04e4,2,Image 2,49388,All AuNP,200001
4.89,6.24e4,2,Image 2,49389,All AuNP,200001
-32.7,5.56e5,2,Image 2,49390,All AuNP,200001
-14.1,7.95e4,2,Image 2,49391,All AuNP,200001
4.17,5.68e4,2,Image 2,49392,All AuNP,200001
9.93,4.72e4,2,Image 2,49393,All AuNP,200001
10.2,4.22e4,2,Image 2,49394,All AuNP,200001
-18.2,5.08e4,2,Image 2,49395,All AuNP,200001
-13.2,7.49e4,2,Image 2,49396,All AuNP,200001
-21.2,5.37e4,2,Image 2,49397,All AuNP,200001
-0.697,6.55e4,2,Image 2,49398,All AuNP,200001
-9.95,4.72e4,2,Image 2,49399,All AuNP,200001
-7.95,8.84e4,2,Image 2,49400,All AuNP,200001
-2.61,4.93e4,2,Image 2,49401,All AuNP,200001
-19.3,6.81e4,2,Image 2,49402,All AuNP,200001
-28.7,1.50e5,2,Image 2,49403,All AuNP,200001
-14.8,5.45e4,2,Image 2,49404,All AuNP,200001
-20.9,6.61e4,2,Image 2,49405,All AuNP,200001
-7.12,3.75e4,2,Image 2,49406,All AuNP,200001
-16.8,5.73e4,2,Image 2,49407,All AuNP,200001
-20.2,6.43e4,2,Image 2,49408,All AuNP,200001
-20.6,4.05e4,2,Image 2,49409,All AuNP,200001
-31.2,3.89e4,2,Image 2,49410,All AuNP,200001
-15,2.09e5,2,Image 2,49411,All AuNP,200001
-9.24,6.69e4,2,Image 2,49412,All AuNP,200001
-12.6,2.97e5,2,Image 2,49413,All AuNP,200001
-9.7,4.21e4,2,Image 2,49414,All AuNP,200001
-12.3,1.62e5,2,Image 2,49415,All AuNP,200001
21,3.62e4,2,Image 2,49416,All AuNP,200001
-23.3,5.27e4,2,Image 2,49417,All AuNP,200001
-4.01,4.28e4,2,Image 2,49418,All AuNP,200001
12.2,4.03e4,2,Image 2,49419,All AuNP,200001
-20,5.04e4,2,Image 2,49420,All AuNP,200001
-18.6,2.45e5,2,Image 2,49421,All AuNP,200001
-23.6,5.53e4,2,Image 2,49422,All AuNP,200001
-4.81,3.69e4,2,Image 2,49423,All AuNP,200001
12,4.82e4,2,Image 2,49424,All AuNP,200001
-17.6,9.84e4,2,Image 2,49425,All AuNP,200001
-17.6,9.09e4,2,Image 2,49426,All AuNP,200001
-25.8,8.33e4,2,Image 2,49427,All AuNP,200001
-5.83,5.67e4,2,Image 2,49428,All AuNP,200001
-13.2,7.60e4,2,Image 2,49429,All AuNP,200001
-1.91,7.11e4,2,Image 2,49430,All AuNP,200001
-18,5.88e4,2,Image 2,49431,All AuNP,200001
12.7,5.08e4,2,Image 2,49432,All AuNP,200001
-18.2,1.09e5,2,Image 2,49433,All AuNP,200001
18.2,5.23e4,2,Image 2,49434,All AuNP,200001
-23.8,6.82e4,2,Image 2,49435,All AuNP,200001
-7.73,8.17e4,2,Image 2,49436,All AuNP,200001
-1.6,6.19e4,2,Image 2,49437,All AuNP,200001
15.3,4.60e4,2,Image 2,49438,All AuNP,200001
-26.2,5.25e4,2,Image 2,49439,All AuNP,200001
4.84,5.74e4,2,Image 2,49440,All AuNP,200001
-5.48,6.35e4,2,Image 2,49441,All AuNP,200001
-10.3,6.13e4,2,Image 2,49442,All AuNP,200001
-23.4,7.45e4,2,Image 2,49443,All AuNP,200001
11.1,4.77e4,2,Image 2,49444,All AuNP,200001
-1.14,4.37e4,2,Image 2,49445,All AuNP,200001
-8.02,5.00e4,2,Image 2,49446,All AuNP,200001
-0.847,5.52e4,2,Image 2,49447,All AuNP,200001
29.9,4.12e4,2,Image 2,49448,All AuNP,200001
19.2,3.88e4,2,Image 2,49449,All AuNP,200001
-22.8,2.71e5,2,Image 2,49450,All AuNP,200001
-19.5,1.71e5,2,Image 2,49451,All AuNP,200001
9.3,1.28e5,2,Image 2,49452,All AuNP,200001
7.2,3.98e4,2,Image 2,49453,All AuNP,200001
-26,6.73e4,2,Image 2,49454,All AuNP,200001
28,3.94e4,2,Image 2,49455,All AuNP,200001
-21.5,5.71e4,2,Image 2,49456,All AuNP,200001
17.8,4.20e4,2,Image 2,49457,All AuNP,200001
-15.4,6.96e4,2,Image 2,49458,All AuNP,200001
18.7,1.21e5,2,Image 2,49459,All AuNP,200001
0.24,8.84e4,2,Image 2,49460,All AuNP,200001
-3.21,4.86e4,2,Image 2,49461,All AuNP,200001
-4.98,7.19e4,2,Image 2,49462,All AuNP,200001
-5.13,1.27e5,2,Image 2,49463,All AuNP,200001
24.9,4.88e4,2,Image 2,49464,All AuNP,200001
-5.42,5.85e4,2,Image 2,49465,All AuNP,200001
-11.4,3.81e4,2,Image 2,49466,All AuNP,200001
-11.5,3.65e4,2,Image 2,49467,All AuNP,200001
-1.66,3.89e4,2,Image 2,49468,All AuNP,200001
38.3,4.70e4,2,Image 2,49469,All AuNP,200001
4.81,4.53e4,2,Image 2,49470,All AuNP,200001
10.5,1.06e5,2,Image 2,49471,All AuNP,200001
-39.6,4.10e4,2,Image 2,49472,All AuNP,200001
4.3,6.40e4,2,Image 2,49473,All AuNP,200001
24.5,5.08e4,2,Image 2,49474,All AuNP,200001
21.3,4.29e4,2,Image 2,49475,All AuNP,200001
19.4,3.59e4,2,Image 2,49476,All AuNP,200001
-4.99,6.24e4,2,Image 2,49477,All AuNP,200001
-20.1,4.75e4,2,Image 2,49478,All AuNP,200001
-4.38,4.20e4,2,Image 2,49479,All AuNP,200001
-17.6,1.22e5,2,Image 2,49480,All AuNP,200001
17.2,3.74e4,2,Image 2,49481,All AuNP,200001
22.6,3.38e4,2,Image 2,49482,All AuNP,200001
16.4,3.60e4,2,Image 2,49483,All AuNP,200001
-9.27,1.82e5,2,Image 2,49484,All AuNP,200001
-15.3,5.51e4,2,Image 2,49485,All AuNP,200001
-4.33,1.24e5,2,Image 2,49486,All AuNP,200001
20.3,3.87e4,2,Image 2,49487,All AuNP,200001
-21.9,2.70e5,2,Image 2,49488,All AuNP,200001
-6.76,5.88e4,2,Image 2,49489,All AuNP,200001
53.6,3.89e4,2,Image 2,49490,All AuNP,200001
-5.4,1.49e5,2,Image 2,49491,All AuNP,200001
-19.9,5.03e4,2,Image 2,49492,All AuNP,200001
-23.5,9.49e4,2,Image 2,49493,All AuNP,200001
-20.7,9.97e4,2,Image 2,49494,All AuNP,200001
-0.807,5.01e4,2,Image 2,49495,All AuNP,200001
7.49,3.58e4,2,Image 2,49496,All AuNP,200001
-23.8,7.84e4,2,Image 2,49497,All AuNP,200001
-5.74,3.68e4,2,Image 2,49498,All AuNP,200001
16.2,4.06e4,2,Image 2,49499,All AuNP,200001
-21.5,1.20e5,2,Image 2,49500,All AuNP,200001
-15.3,5.81e4,2,Image 2,49501,All AuNP,200001
-10.8,6.46e4,2,Image 2,49502,All AuNP,200001
0.997,5.41e4,2,Image 2,49503,All AuNP,200001
-30.9,9.49e4,2,Image 2,49504,All AuNP,200001
18.5,4.22e4,2,Image 2,49505,All AuNP,200001
-27.6,4.21e4,2,Image 2,49506,All AuNP,200001
-18.5,7.06e4,2,Image 2,49507,All AuNP,200001
-37.5,5.35e4,2,Image 2,49508,All AuNP,200001
9.04,6.65e5,2,Image 2,49509,All AuNP,200001
-13.4,8.25e4,2,Image 2,49510,All AuNP,200001
-1.2,3.86e4,2,Image 2,49511,All AuNP,200001
-16,5.03e4,2,Image 2,49512,All AuNP,200001
-26.6,1.24e5,2,Image 2,49513,All AuNP,200001
2.48,6.14e4,2,Image 2,49514,All AuNP,200001
-15.1,4.54e4,2,Image 2,49515,All AuNP,200001
-9.22,4.47e4,2,Image 2,49516,All AuNP,200001
12.7,3.66e4,2,Image 2,49517,All AuNP,200001
-34.2,5.33e4,2,Image 2,49518,All AuNP,200001
-4.24,5.58e4,2,Image 2,49519,All AuNP,200001
12.4,5.69e4,2,Image 2,49520,All AuNP,200001
-6.22,7.66e4,2,Image 2,49521,All AuNP,200001
-19,3.74e4,2,Image 2,49522,All AuNP,200001
-5.31,4.10e4,2,Image 2,49523,All AuNP,200001
-14.1,1.87e5,2,Image 2,49524,All AuNP,200001
-31.8,4.82e4,2,Image 2,49525,All AuNP,200001
25.7,1.60e5,2,Image 2,49526,All AuNP,200001
-35.2,5.30e4,2,Image 2,49527,All AuNP,200001
-9.29,5.55e4,2,Image 2,49528,All AuNP,200001
-5.95,6.89e4,2,Image 2,49529,All AuNP,200001
-4.41,1.24e5,2,Image 2,49530,All AuNP,200001
-8.55,1.17e6,2,Image 2,49531,All AuNP,200001
-9.69,9.27e4,2,Image 2,49532,All AuNP,200001
-9.59,4.38e4,2,Image 2,49533,All AuNP,200001
9.22,3.92e4,2,Image 2,49534,All AuNP,200001
-2.07,3.92e4,2,Image 2,49535,All AuNP,200001
-1.88,6.66e4,2,Image 2,49536,All AuNP,200001
-7.43,4.41e4,2,Image 2,49537,All AuNP,200001
-6.4,3.47e4,2,Image 2,49538,All AuNP,200001
10.3,5.75e4,2,Image 2,49539,All AuNP,200001
-2.54,4.89e4,2,Image 2,49540,All AuNP,200001
-12.8,8.62e4,2,Image 2,49541,All AuNP,200001
-9.52,4.87e5,2,Image 2,49542,All AuNP,200001
-4.38,1.51e5,2,Image 2,49543,All AuNP,200001
-1.77,6.48e4,2,Image 2,49544,All AuNP,200001
-2.4,8.20e4,2,Image 2,49545,All AuNP,200001
-1.81,8.21e4,2,Image 2,49546,All AuNP,200001
-6.81,9.90e4,2,Image 2,49547,All AuNP,200001
8.42,1.84e5,2,Image 2,49548,All AuNP,200001
1.47,1.36e5,2,Image 2,49549,All AuNP,200001
-1.26,1.30e5,2,Image 2,49550,All AuNP,200001
3.74,6.42e4,2,Image 2,49551,All AuNP,200001
-1.61,1.52e5,2,Image 2,49552,All AuNP,200001
10.4,1.36e5,2,Image 2,49553,All AuNP,200001
-7.4,8.01e4,2,Image 2,49554,All AuNP,200001
12,4.92e4,2,Image 2,49555,All AuNP,200001
-0.799,1.78e5,2,Image 2,49556,All AuNP,200001
15.5,9.84e4,2,Image 2,49557,All AuNP,200001
11,1.10e5,2,Image 2,49558,All AuNP,200001
1.64,3.85e4,2,Image 2,49559,All AuNP,200001
3.71,1.18e5,2,Image 2,49560,All AuNP,200001
-6.98,1.95e5,2,Image 2,49561,All AuNP,200001
-5.78,1.50e5,2,Image 2,49562,All AuNP,200001
-5.81,3.45e5,2,Image 2,49563,All AuNP,200001
17.7,1.19e5,2,Image 2,49564,All AuNP,200001
11.9,1.11e5,2,Image 2,49565,All AuNP,200001
-6.49,9.82e4,2,Image 2,49566,All AuNP,200001
-3.28,9.30e4,2,Image 2,49567,All AuNP,200001
22,1.60e5,2,Image 2,49568,All AuNP,200001
7.94,9.53e4,2,Image 2,49569,All AuNP,200001
-6.78,5.07e4,2,Image 2,49570,All AuNP,200001
-15.7,4.59e4,2,Image 2,49571,All AuNP,200001
17.8,1.76e5,2,Image 2,49572,All AuNP,200001
0.782,1.27e5,2,Image 2,49573,All AuNP,200001
3.06,5.42e4,2,Image 2,49574,All AuNP,200001
-10.5,1.44e5,2,Image 2,49575,All AuNP,200001
29.5,5.85e5,2,Image 2,49576,All AuNP,200001
24.2,5.91e4,2,Image 2,49577,All AuNP,200001
8.76,5.62e4,2,Image 2,49578,All AuNP,200001
11.4,1.87e5,2,Image 2,49579,All AuNP,200001
3.99,1.62e5,2,Image 2,49580,All AuNP,200001
-20.8,5.73e4,2,Image 2,49581,All AuNP,200001
22.8,5.13e4,2,Image 2,49582,All AuNP,200001
18.6,1.44e5,2,Image 2,49583,All AuNP,200001
21.1,4.35e4,2,Image 2,49584,All AuNP,200001
5.04,4.57e4,2,Image 2,49585,All AuNP,200001
-4.24,1.22e5,2,Image 2,49586,All AuNP,200001
2.55,2.10e5,2,Image 2,49587,All AuNP,200001
-7.38,1.30e5,2,Image 2,49588,All AuNP,200001
-23.2,4.63e4,2,Image 2,49589,All AuNP,200001
-6.97,4.10e5,2,Image 2,49590,All AuNP,200001
23.5,3.49e4,2,Image 2,49591,All AuNP,200001
-31,4.23e4,2,Image 2,49592,All AuNP,200001
-8.69,5.33e4,2,Image 2,49593,All AuNP,200001
-27.1,5.18e4,2,Image 2,49594,All AuNP,200001
-15.4,4.36e4,2,Image 2,49595,All AuNP,200001
29,1.38e5,2,Image 2,49596,All AuNP,200001
-12.1,8.29e4,2,Image 2,49597,All AuNP,200001
-33.7,4.07e4,2,Image 2,49598,All AuNP,200001
-14.8,3.92e4,2,Image 2,49599,All AuNP,200001
-32.6,4.21e4,2,Image 2,49600,All AuNP,200001
-6.1,3.55e4,2,Image 2,49601,All AuNP,200001
-12.7,1.97e5,2,Image 2,49602,All AuNP,200001
-34.9,8.59e4,2,Image 2,49603,All AuNP,200001
-26.7,1.65e5,2,Image 2,49604,All AuNP,200001
24,1.45e5,2,Image 2,49605,All AuNP,200001
-16.3,6.07e4,2,Image 2,49606,All AuNP,200001
-8.63,2.58e5,2,Image 2,49607,All AuNP,200001
-1.6,2.78e5,2,Image 2,49608,All AuNP,200001
20.8,7.55e4,2,Image 2,49609,All AuNP,200001
27,6.10e4,2,Image 2,49610,All AuNP,200001
-2.63,2.40e5,2,Image 2,49611,All AuNP,200001
-10.8,3.13e4,2,Image 2,49612,All AuNP,200001
-4.68,1.52e5,2,Image 2,49613,All AuNP,200001
10.4,1.47e5,2,Image 2,49614,All AuNP,200001
14,1.90e5,2,Image 2,49615,All AuNP,200001
-20,4.09e4,2,Image 2,49616,All AuNP,200001
21.6,1.24e5,2,Image 2,49617,All AuNP,200001
1.43,4.95e4,2,Image 2,49618,All AuNP,200001
-17.6,3.49e4,2,Image 2,49619,All AuNP,200001
-11.6,2.39e5,2,Image 2,49620,All AuNP,200001
-25.2,1.35e5,2,Image 2,49621,All AuNP,200001
-17.7,5.47e4,2,Image 2,49622,All AuNP,200001
-3.64,3.57e4,2,Image 2,49623,All AuNP,200001
-23.1,9.97e4,2,Image 2,49624,All AuNP,200001
-13.3,1.36e5,2,Image 2,49625,All AuNP,200001
-3.96,5.86e4,2,Image 2,49626,All AuNP,200001
-7.34,1.10e5,2,Image 2,49627,All AuNP,200001
-9.06,2.26e5,2,Image 2,49628,All AuNP,200001
-30.5,1.73e5,2,Image 2,49629,All AuNP,200001
-6.32,7.53e4,2,Image 2,49630,All AuNP,200001
-28.7,1.20e5,2,Image 2,49631,All AuNP,200001
-9.8,8.32e4,2,Image 2,49632,All AuNP,200001
-4.26,9.68e4,2,Image 2,49633,All AuNP,200001
-17.8,1.12e5,2,Image 2,49634,All AuNP,200001
-1.26,7.51e4,2,Image 2,49635,All AuNP,200001
-1.57,7.47e4,2,Image 2,49636,All AuNP,200001
-12,5.63e4,2,Image 2,49637,All AuNP,200001
-17,1.91e5,2,Image 2,49638,All AuNP,200001
-23.6,1.35e5,2,Image 2,49639,All AuNP,200001
-15.5,3.76e4,2,Image 2,49640,All AuNP,200001
-10.4,3.19e5,2,Image 2,49641,All AuNP,200001
-3.82,1.01e5,2,Image 2,49642,All AuNP,200001
-10.8,5.57e4,2,Image 2,49643,All AuNP,200001
14.7,6.68e4,2,Image 2,49644,All AuNP,200001
-12.3,4.42e4,2,Image 2,49645,All AuNP,200001
13.8,5.68e4,2,Image 2,49646,All AuNP,200001
-13,1.16e5,2,Image 2,49647,All AuNP,200001
3.57,5.07e4,2,Image 2,49648,All AuNP,200001
-10.2,3.71e5,2,Image 2,49649,All AuNP,200001
-3.66,8.68e4,2,Image 2,49650,All AuNP,200001
1.22,9.00e4,2,Image 2,49651,All AuNP,200001
30.3,3.96e4,2,Image 2,49652,All AuNP,200001
26.5,5.61e4,2,Image 2,49653,All AuNP,200001
-15.3,3.65e4,2,Image 2,49654,All AuNP,200001
4.92,1.06e5,2,Image 2,49655,All AuNP,200001
4.34,1.26e5,2,Image 2,49656,All AuNP,200001
-4,1.61e5,2,Image 2,49657,All AuNP,200001
-16.5,7.46e4,2,Image 2,49658,All AuNP,200001
